Nama,VGA,Processor,Penyimpanan,Ukuran Layar,RAM,Keyboard,Tipe Layar,Harga,0,1,2,3
LENOVO YOGA PRO 7 14 INTEL I7 13700H 16GB 1TB SSD RTX4050-6GB 14.5 3K TOUCH 120HZ 100DCIP3 WIN11HOME + OHS GREY,NVIDIA RTX4050,Intel Core i7,1TB,14 Inch,16GB,Standart Keyboard,Touchscreen,22899000,,,,
LENOVO V14 G2 INTEL I5 1135G7 8GB 512GB MX350-2GB 14.0 FHD WIN11HOME + OHS IRON GREY,NVIDIA MX350,Intel Core i5,512GB,14 Inch,8GB,Standart Keyboard,Non Touchscreen,10099000,,,,
LENOVO V14 G2 INTEL I5 1135G7 8GB 1TB SSD MX350-2GB 14.0 FHD WIN11HOME + OHS IRON GREY,NVIDIA MX350,Intel Core i5,1TB,14 Inch,8GB,Standart Keyboard,Non Touchscreen,10499000,,,,
LENOVO V14 G2 INTEL I5 1135G7 16GB 512GB MX350-2GB 14.0 FHD WIN11HOME + OHS IRON GREY,NVIDIA MX350,Intel Core i5,512GB,14 Inch,16GB,Standart Keyboard,Non Touchscreen,10499000,,,,
LENOVO V14 G2 INTEL I5 1135G7 16GB 1TB SSD MX350-2GB 14.0 FHD WIN11HOME + OHS IRON GREY,NVIDIA MX350,Intel Core i5,1TB,14 Inch,16GB,Standart Keyboard,Non Touchscreen,10999000,,,,
LENOVO V14 G2 INTEL I3 1115G4 8GB 512GB MX350-2GB 14″ FHD WIN11HOME + OHS IRON GREY,NVIDIA MX350,Intel Core i3,512GB,14 Inch,8GB,Standart Keyboard,Non Touchscreen,7999000,,,,
LENOVO V14 G2 INTEL I3 1115G4 8GB 256GB MX350-2GB 14″ FHD WIN11HOME + OHS IRON GREY,NVIDIA MX350,Intel Core i3,256GB,14 Inch,8GB,Standart Keyboard,Non Touchscreen,7699000,,,,
LENOVO V14 G2 INTEL I3 1115G4 8GB 256GB + 1TB MX350-2GB 14″ FHD WIN11HOME + OHS IRON GREY,NVIDIA MX350,Intel Core i3,1TB,14 Inch,8GB,Standart Keyboard,Non Touchscreen,7999000,,,,
LENOVO V14 G2 INTEL I3 1115G4 4GB 512GB MX350-2GB 14″ FHD WIN11HOME + OHS IRON GREY,NVIDIA MX350,Intel Core i3,512GB,14 Inch,4GB,Standart Keyboard,Non Touchscreen,7699000,,,,
LENOVO V14 G2 INTEL I3 1115G4 4GB 256GB MX350-2GB 14″ FHD WIN11HOME + OHS IRON GREY,NVIDIA MX350,Intel Core i3,256GB,14 Inch,4GB,Standart Keyboard,Non Touchscreen,7399000,,,,
LENOVO V14 G2 INTEL I3 1115G4 4GB 256GB + 1TB MX350-2GB 14″ FHD WIN11HOME + OHS IRON GREY,NVIDIA MX350,Intel Core i3,1TB,14 Inch,4GB,Standart Keyboard,Non Touchscreen,7699000,,,,
LENOVO THINKPAD Z16 AMD RYZEN 7 PRO 6850H 16GB 512GB RADEON RX6500M 16.0 WQUXGA BL WIN11PRO BLACK,AMD Radeon,AMD Ryzen 7,512GB,16 Inch,16GB,Backlit Keyboard,Non Touchscreen,42299000,,,,
LENOVO THINKBOOK 14 G4 INTEL I7 1255U 16GB 512GB MX550-2GB 14.0 FHD BL WIN11H + OHS GREY,Intel Iris XE,Intel Core i7,512GB,14 Inch,16GB,Backlit Keyboard,Non Touchscreen,16699000,,,,
LENOVO THINKBOOK 14 G4 INTEL I5 1235U 8GB 512GB MX550-2GB 14.0 FHD BL WIN11H + OHS GREY,Intel Iris XE,Intel Core i5,512GB,14 Inch,8GB,Backlit Keyboard,Non Touchscreen,13699000,,,,
LENOVO LOQ 16 GAMING INTEL I7 13620H 16GB 512GB RTX4050-6GB 16.0 WUXGA IPS 144HZ BLWIN11HOME STORM GREY,NVIDIA RTX4050,Intel Core i7,512GB,16 Inch,16GB,Backlit Keyboard,Non Touchscreen,18499000,,,,
LENOVO LOQ 15 INTEL I7 13620H 8GB DDR5 512GB RTX4050-6GB 15.6 WQHD 165HZ 100SRGB WIN11HOME + OHS GREY,NVIDIA RTX4050,Intel Core i7,512GB,16 Inch,8GB,Standart Keyboard,Non Touchscreen,20199000,,,,
LENOVO LOQ 15 INTEL I7 13620H 8GB DDR5 1TB SSD RTX4050-6GB 15.6 WQHD 165HZ 100SRGB WIN11HOME + OHS GREY,NVIDIA RTX4050,Intel Core i7,1TB,16 Inch,8GB,Standart Keyboard,Non Touchscreen,20799000,,,,
LENOVO LOQ 15 INTEL I7 13620H 16GB DDR5 512GB RTX4050-6GB 15.6 WQHD 165HZ 100SRGB WIN11HOME + OHS GREY,NVIDIA RTX4050,Intel Core i7,512GB,16 Inch,16GB,Standart Keyboard,Non Touchscreen,20799000,,,,
LENOVO LOQ 15 INTEL I7 13620H 16GB DDR5 1TB SSD RTX4050-6GB 15.6 WQHD 165HZ 100SRGB WIN11HOME + OHS GREY,NVIDIA RTX4050,Intel Core i7,1TB,16 Inch,16GB,Standart Keyboard,Non Touchscreen,21299000,,,,
LENOVO LOQ 15 INTEL I5 13420H 8GB DDR5 512GB RTX4050-6GB 15.6 WQHD 165HZ 100SRGB WIN11HOME + OHS GREY,NVIDIA RTX4050,Intel Core i5,512GB,16 Inch,8GB,Standart Keyboard,Non Touchscreen,17699000,,,,
LENOVO LOQ 15 INTEL I5 13420H 8GB DDR5 1TB SSD RTX4050-6GB 15.6 WQHD 165HZ 100SRGB WIN11HOME + OHS GREY,NVIDIA RTX4050,Intel Core i5,1TB,16 Inch,8GB,Standart Keyboard,Non Touchscreen,18299000,,,,
LENOVO LOQ 15 INTEL I5 13420H 16GB DDR5 512GB RTX4050-6GB 15.6 WQHD 165HZ 100SRGB WIN11HOME + OHS GREY,NVIDIA RTX4050,Intel Core i5,512GB,16 Inch,16GB,Standart Keyboard,Non Touchscreen,18299000,,,,
LENOVO LOQ 15 INTEL I5 13420H 16GB DDR5 1TB SSD RTX4050-6GB 15.6 WQHD 165HZ 100SRGB WIN11HOME + OHS GREY,NVIDIA RTX4050,Intel Core i5,1TB,16 Inch,16GB,Standart Keyboard,Non Touchscreen,18799000,,,,
LENOVO LOQ 15 GAMING INTEL I5 13420H 8GB DDR5 1TB SSD RTX3050-6GB 15.6 FHD IPS 144HZ BL WIN11HOME STORM GREY,NVIDIA RTX3050,Intel Core i5,1TB,15 Inch,8GB,Backlit Keyboard,Non Touchscreen,13299000,,,,
LENOVO LOQ 15 GAMING INTEL I5 13420H 32GB DDR5 1TB SSD RTX3050-6GB 15.6 FHD IPS 144HZ BL WIN11HOME STORM GREY,NVIDIA RTX3050,Intel Core i5,1TB,15 Inch,32GB,Backlit Keyboard,Non Touchscreen,14399000,,,,
LENOVO LOQ 15 GAMING INTEL I5 13420H 16GB DDR5 1TB SSD RTX3050-6GB 15.6 FHD IPS 144HZ BL WIN11HOME STORM GREY,NVIDIA RTX3050,Intel Core i5,1TB,15 Inch,16GB,Backlit Keyboard,Non Touchscreen,13599000,,,,
LENOVO LOQ 15 AMD RYZEN 7 7840HS 8GB DDR5 512GB RTX4050-6GB 15.6 WQHD 165HZ 100SRGB WIN11HOME + OHS GREY,NVIDIA RTX4050,AMD Ryzen 7,512GB,16 Inch,8GB,Standart Keyboard,Non Touchscreen,19599000,,,,
LENOVO LOQ 15 AMD RYZEN 7 7840HS 8GB DDR5 1TB SSD RTX3050-6GB 15.6 WQHD 165HZ 100SRGB WIN11HOME + OHS GREY,NVIDIA RTX3050,AMD Ryzen 7,1TB,16 Inch,8GB,Standart Keyboard,Non Touchscreen,20199000,,,,
LENOVO LOQ 15 AMD RYZEN 7 7840HS 16GB DDR5 512GB RTX3050-6GB 15.6 WQHD 165HZ 100SRGB WIN11HOME + OHS GREY,NVIDIA RTX3050,AMD Ryzen 7,512GB,16 Inch,16GB,Standart Keyboard,Non Touchscreen,19999000,,,,
LENOVO LOQ 15 AMD RYZEN 7 7840HS 16GB DDR5 1TB SSD RTX3050-6GB 15.6 WQHD 165HZ 100SRGB WIN11HOME + OHS GREY,NVIDIA RTX3050,AMD Ryzen 7,1TB,16 Inch,16GB,Standart Keyboard,Non Touchscreen,20599000,,,,
LENOVO LOQ 15 AMD RYZEN 5 7640HS 8GB DDR5 512GB RTX4050-6GB 15.6 WQHD 165HZ 100SRGB WIN11HOME + OHS GREY,NVIDIA RTX4050,AMD Ryzen 5,512GB,16 Inch,8GB,Standart Keyboard,Non Touchscreen,17699000,,,,
LENOVO LOQ 15 AMD RYZEN 5 7640HS 8GB DDR5 512GB RTX3050-6GB 15.6 FHD 144HZ 4ZRGB WIN11HOME + OHS GREY,NVIDIA RTX3050,AMD Ryzen 5,512GB,16 Inch,8GB,Standart Keyboard,Non Touchscreen,13999000,,,,
LENOVO LOQ 15 AMD RYZEN 5 7640HS 8GB DDR5 1TB SSD RTX3050-6GB 15.6 WQHD 165HZ 100SRGB WIN11HOME + OHS GREY,NVIDIA RTX3050,AMD Ryzen 5,1TB,16 Inch,8GB,Standart Keyboard,Non Touchscreen,18199000,,,,
LENOVO LOQ 15 AMD RYZEN 5 7640HS 8GB DDR5 1TB SSD RTX3050-6GB 15.6 FHD 144HZ 4ZRGB WIN11HOME + OHS GREY,NVIDIA RTX3050,AMD Ryzen 5,1TB,16 Inch,8GB,Standart Keyboard,Non Touchscreen,14499000,,,,
LENOVO LOQ 15 AMD RYZEN 5 7640HS 16GB DDR5 512GB RTX3050-6GB 15.6 WQHD 165HZ 100SRGB WIN11HOME + OHS GREY,NVIDIA RTX3050,AMD Ryzen 5,512GB,16 Inch,16GB,Standart Keyboard,Non Touchscreen,18199000,,,,
LENOVO LOQ 15 AMD RYZEN 5 7640HS 16GB DDR5 512GB RTX3050-6GB 15.6 FHD 144HZ 4ZRGB WIN11HOME + OHS GREY,NVIDIA RTX3050,AMD Ryzen 5,512GB,16 Inch,16GB,Standart Keyboard,Non Touchscreen,14499000,,,,
LENOVO LOQ 15 AMD RYZEN 5 7640HS 16GB DDR5 1TB SSD RTX3050-6GB 15.6 WQHD 165HZ 100SRGB WIN11HOME + OHS GREY,NVIDIA RTX3050,AMD Ryzen 5,1TB,16 Inch,16GB,Standart Keyboard,Non Touchscreen,18699000,,,,
LENOVO LOQ 15 AMD RYZEN 5 7640HS 16GB DDR5 1TB SSD RTX3050-6GB 15.6 FHD 144HZ 4ZRGB WIN11HOME + OHS GREY,NVIDIA RTX3050,AMD Ryzen 5,1TB,16 Inch,16GB,Standart Keyboard,Non Touchscreen,14999000,,,,
LENOVO LEGION SLIM 7I 16 INTEL I9 13900HX 32GB DDR5 1TB SSD RTX4070-8GB 16.0 3.2K IPS 165HZ BL FP WIN11HOME + OHS BLACK,NVIDIA RTX4070,Intel Core i9,1TB,16 Inch,8GB,Backlit Keyboard,Non Touchscreen,35099000,,,,
LENOVO LEGION SLIM 7I 16 INTEL I7 13700HX 32GB DDR5 1TB SSD RTX4070-8GB 16.0 3.2K IPS 165HZ BL FP WIN11HOME + OHS BLACK,NVIDIA RTX4070,Intel Core i7,1TB,16 Inch,8GB,Backlit Keyboard,Non Touchscreen,29099000,,,,
LENOVO LEGION SLIM 5 16 INTEL I7 13700H 16GB 512GB RTX4060-8GB 16.0 WQXGA 165HZ 4ZRGB WIN11HOME + OHS STORM GREY,NVIDIA RTX4060,Intel Core i7,512GB,16 Inch,8GB,Standart Keyboard,Non Touchscreen,25299000,,,,
LENOVO LEGION SLIM 5 16 INTEL I7 13700H 16GB 512GB RTX4050-6GB 16.0 WQXGA 165HZ 4ZRGB WIN11HOME + OHS STORM GREY,NVIDIA RTX4050,Intel Core i7,512GB,16 Inch,16GB,Standart Keyboard,Non Touchscreen,23399000,,,,
LENOVO LEGION SLIM 5 16 INTEL I7 13700H 16GB 1TB SSD RTX4060-8GB 16.0 WQXGA 165HZ 4ZRGB WIN11HOME + OHS STORM GREY,NVIDIA RTX4060,Intel Core i7,1TB,16 Inch,8GB,Standart Keyboard,Non Touchscreen,25799000,,,,
LENOVO LEGION SLIM 5 16 INTEL I7 13700H 16GB 1TB SSD RTX4050-6GB 16.0 WQXGA 165HZ 4ZRGB WIN11HOME + OHS STORM GREY,NVIDIA RTX4050,Intel Core i7,1TB,16 Inch,16GB,Standart Keyboard,Non Touchscreen,23899000,,,,
LENOVO LEGION SLIM 5 16 AMD RYZEN 7 7840HS 16GB 512GB RTX4060-8GB 16.0 WQXGA 165HZ 4ZRGB WIN11HOME + OHS STORM GREY,NVIDIA RTX4060,AMD Ryzen 7,512GB,16 Inch,8GB,Standart Keyboard,Non Touchscreen,23599000,,,,
LENOVO LEGION SLIM 5 16 AMD RYZEN 7 7840HS 16GB 512GB RTX4050-6GB 16.0 WQXGA 165HZ 4ZRGB WIN11HOME + OHS STORM GREY,NVIDIA RTX4050,AMD Ryzen 7,512GB,16 Inch,16GB,Standart Keyboard,Non Touchscreen,21599000,,,,
LENOVO LEGION SLIM 5 16 AMD RYZEN 7 7840HS 16GB 1TB SSD RTX4060-8GB 16.0 WQXGA 165HZ 4ZRGB WIN11HOME + OHS STORM GREY,NVIDIA RTX4060,AMD Ryzen 7,1TB,16 Inch,8GB,Standart Keyboard,Non Touchscreen,24099000,,,,
LENOVO LEGION SLIM 5 16 AMD RYZEN 7 7840HS 16GB 1TB SSD RTX4050-6GB 16.0 WQXGA 165HZ 4ZRGB WIN11HOME + OHS STORM GREY,NVIDIA RTX4050,AMD Ryzen 7,1TB,16 Inch,16GB,Standart Keyboard,Non Touchscreen,20099000,,,,
LENOVO LEGION PRO 7I 16 INTEL I9 13900HX 32GB DDR5 2TB SSD RTX4090-16GB 16.0 WQXGA IPS 240HZ HDR400 PKRGB WIN11HOME + OHS BLACK,NVIDIA RTX4090,Intel Core i9,2TB,16 Inch,16GB,Standart Keyboard,Non Touchscreen,61699000,,,,
LENOVO LEGION PRO 7I 16 INTEL I9 13900HX 32GB DDR5 2TB SSD RTX4080-12GB 16.0 WQXGA IPS 240HZ HDR400 PKRGB WIN11HOME + OHS BLACK,NVIDIA RTX4080,Intel Core i9,2TB,16 Inch,32GB,Standart Keyboard,Non Touchscreen,53999000,,,,
LENOVO LEGION PRO 5I 16 INTEL I9 13900HX 32GB DDR5 2TB SSD RTX4070-8GB 16.0 WQXGA IPS 240HZ 4ZRGB WIN11HOME + OHS BLACK,NVIDIA RTX4070,Intel Core i9,2TB,16 Inch,8GB,Standart Keyboard,Non Touchscreen,35899000,,,,
LENOVO LEGION PRO 5I 16 INTEL I9 13900HX 32GB DDR5 1TB SSD RTX4070-8GB 16.0 WQXGA IPS 240HZ 4ZRGB WIN11HOME + OHS BLACK,NVIDIA RTX4070,Intel Core i9,1TB,16 Inch,8GB,Standart Keyboard,Non Touchscreen,34899000,,,,
LENOVO LEGION PRO 5I 16 INTEL I9 13900HX 16GB DDR5 2TB SSD RTX4060-8GB 16.0 WQXGA IPS 240HZ 4ZRGB WIN11HOME + OHS BLACK,NVIDIA RTX4060,Intel Core i9,2TB,16 Inch,8GB,Standart Keyboard,Non Touchscreen,30499000,,,,
LENOVO LEGION PRO 5I 16 INTEL I9 13900HX 16GB DDR5 1TB SSD RTX4060-8GB 16.0 WQXGA IPS 240HZ 4ZRGB WIN11HOME + OHS BLACK,NVIDIA RTX4060,Intel Core i9,1TB,16 Inch,8GB,Standart Keyboard,Non Touchscreen,29599000,,,,
LENOVO LEGION PRO 5I 16 INTEL I7 13700HX 32GB DDR5 2TB SSD RTX4070-8GB 16.0 WQXGA IPS 240HZ 4ZRGB WIN11HOME + OHS BLACK,NVIDIA RTX4070,Intel Core i7,2TB,16 Inch,8GB,Standart Keyboard,Non Touchscreen,33199000,,,,
LENOVO LEGION PRO 5I 16 INTEL I7 13700HX 32GB DDR5 1TB SSD RTX4070-8GB 16.0 WQXGA IPS 240HZ 4ZRGB WIN11HOME + OHS BLACK,NVIDIA RTX4070,Intel Core i7,1TB,16 Inch,8GB,Standart Keyboard,Non Touchscreen,32299000,,,,
LENOVO LEGION PRO 5I 16 INTEL I7 13700HX 16GB DDR5 2TB SSD RTX4060-8GB 16.0 WQXGA IPS 240HZ 4ZRGB WIN11HOME + OHS BLACK,NVIDIA RTX4060,Intel Core i7,2TB,16 Inch,8GB,Standart Keyboard,Non Touchscreen,28499000,,,,
LENOVO LEGION PRO 5I 16 INTEL I7 13700HX 16GB DDR5 1TB SSD RTX4060-8GB 16.0 WQXGA IPS 240HZ 4ZRGB WIN11HOME + OHS BLACK,NVIDIA RTX4060,Intel Core i7,1TB,16 Inch,8GB,Standart Keyboard,Non Touchscreen,27599000,,,,
LENOVO LEGION PRO 5I 16 INTEL I7 12700H 16GB 2TB SSD RTX3070TI-8GB 16.0 WQXGA IPS 240HZ 4ZRGB WIN11HOME + OHS BLACK,NVIDIA RTX3070TI,Intel Core i7,2TB,16 Inch,8GB,Standart Keyboard,Non Touchscreen,30799000,,,,
LENOVO LEGION PRO 5I 16 INTEL I7 12700H 16GB 2TB SSD RTX3060-6GB 16.0 WQXGA IPS 240HZ 100SRGB 4ZRGB WIN11HOME + OHS STORM GREY,NVIDIA RTX3060,Intel Core i7,2TB,16 Inch,16GB,Standart Keyboard,Non Touchscreen,26299000,,,,
LENOVO LEGION PRO 5I 16 INTEL I7 12700H 16GB 1TB SSD RTX3060-6GB 16.0 WQXGA IPS 240HZ 100SRGB 4ZRGB WIN11HOME + OHS STORM GREY,NVIDIA RTX3060,Intel Core i7,1TB,16 Inch,16GB,Standart Keyboard,Non Touchscreen,24999000,,,,
LENOVO LEGION 5I PRO 16 INTEL I7 12700H 64GB DDR5 2TB SSD RTX3070TI-8GB 16.0 WQXGA IPS 165HZ 4ZRGB WIN11 PRO GREY,NVIDIA RTX3070TI,Intel Core i7,2TB,16 Inch,8GB,Standart Keyboard,Non Touchscreen,28299000,,,,
LENOVO LEGION 5I PRO 16 INTEL I7 12700H 64GB DDR5 2TB SSD RTX3070TI-8GB 16.0 WQXGA IPS 165HZ 4ZRGB WIN11 HOME STORM GREY,NVIDIA RTX3070TI,Intel Core i7,2TB,16 Inch,8GB,Standart Keyboard,Non Touchscreen,26699000,,,,
LENOVO LEGION 5I PRO 16 INTEL I7 12700H 32GB DDR5 512GB RTX3050TI-4GB 16.0 WQXGA 165HZ 4ZRGB WIN11 HOME GREY,NVIDIA RTX3050,Intel Core i7,512GB,16 Inch,32GB,Standart Keyboard,Non Touchscreen,21899000,,,,
LENOVO LEGION 5I PRO 16 INTEL I7 12700H 32GB DDR5 2TB SSD RTX3070TI-8GB 16.0 WQXGA IPS 165HZ 4ZRGB WIN11 PRO GREY,NVIDIA RTX3070TI,Intel Core i7,2TB,16 Inch,32GB,Standart Keyboard,Non Touchscreen,26499000,,,,
LENOVO LEGION 5I PRO 16 INTEL I7 12700H 32GB DDR5 2TB SSD RTX3070TI-8GB 16.0 WQXGA IPS 165HZ 4ZRGB WIN11 HOME STORM GREY,NVIDIA RTX3070TI,Intel Core i7,2TB,16 Inch,32GB,Standart Keyboard,Non Touchscreen,24299000,,,,
LENOVO LEGION 5I PRO 16 INTEL I7 12700H 32GB DDR5 2TB SSD RTX3050TI-4GB 16.0 WQXGA 165HZ 4ZRGB WIN11 HOME GREY,NVIDIA RTX3050,Intel Core i7,2TB,16 Inch,32GB,Standart Keyboard,Non Touchscreen,23599000,,,,
LENOVO LEGION 5I PRO 16 INTEL I7 12700H 32GB DDR5 1TB SSD RTX3070TI-8GB 16.0 WQXGA IPS 165HZ 4ZRGB WIN11 HOME STORM GREY,NVIDIA RTX3070TI,Intel Core i7,1TB,16 Inch,32GB,Backlit Keyboard,Non Touchscreen,23399000,,,,
LENOVO LEGION 5I PRO 16 INTEL I7 12700H 32GB DDR5 1TB SSD RTX3050TI-4GB 16.0 WQXGA 165HZ 4ZRGB WIN11 HOME GREY,NVIDIA RTX3050,Intel Core i7,1TB,16 Inch,32GB,Standart Keyboard,Non Touchscreen,22699000,,,,
LENOVO LEGION 5I PRO 16 INTEL I7 12700H 16GB DDR5 2TB SSD RTX3070TI-8GB 16.0 WQXGA IPS 165HZ 4ZRGB WIN11 HOME STORM GREY,NVIDIA RTX3070TI,Intel Core i7,2TB,16 Inch,16GB,Standart Keyboard,Non Touchscreen,23399000,,,,
LENOVO LEGION 5I PRO 16 INTEL I7 12700H 16GB DDR5 2TB SSD RTX3050TI-4GB 16.0 WQXGA 165HZ 4ZRGB WIN11 HOME GREY,NVIDIA RTX3050,Intel Core i7,2TB,16 Inch,16GB,Standart Keyboard,Non Touchscreen,22699000,,,,
LENOVO LEGION 5I PRO 16 INTEL I7 12700H 16GB DDR5 1TB SSD RTX3070TI-8GB 16.0 WQXGA IPS 165HZ 4ZRGB WIN11 HOME STORM GREY,NVIDIA RTX3070TI,Intel Core i7,1TB,16 Inch,16GB,Backlit Keyboard,Non Touchscreen,22499000,,,,
LENOVO LEGION 5I PRO 16 INTEL I7 12700H 16GB 1TB SSD RTX3070TI-8GB 16.0 WQXGA IPS 240HZ 4ZRGB WIN11HOME + OHS BLACK,NVIDIA RTX3070TI,Intel Core i7,1TB,16 Inch,8GB,Standart Keyboard,Non Touchscreen,29899000,,,,
LENOVO LEGION 5I PRO 15 INTEL I7 12700H 64GB DDR5 2TB SSD RTX3070TI-8GB 15.6 FHD 165HZ 4ZRGB WIN11 HOME STORM GREY,NVIDIA RTX3070TI,Intel Core i7,2TB,16 Inch,8GB,Standart Keyboard,Non Touchscreen,25699000,,,,
LENOVO LEGION 5I PRO 15 INTEL I7 12700H 32GB DDR5 2TB SSD RTX3070TI-8GB 15.6 FHD 165HZ 4ZRGB WIN11 HOME STORM GREY,NVIDIA RTX3070TI,Intel Core i7,2TB,16 Inch,32GB,Standart Keyboard,Non Touchscreen,23999000,,,,
LENOVO LEGION 5I 15ITH INTEL I5 11400H 16GB 1TB NVME RTX3050-4GB 15.6 FHD 120HZ RGB WIN11HOME BLUE,NVIDIA RTX3050,Intel Core i5,1TB,16 Inch,16GB,Standart Keyboard,Non Touchscreen,14299000,,,,
LENOVO LEGION 5I 15 INTEL I7 12700H 16GB 512GB RTX3060-6GB 15.6″ WQHD IPS 165HZ 4ZRGB WIN11HOME + OHS STORM GREY,NVIDIA RTX3060,Intel Core i7,512GB,16 Inch,16GB,Standart Keyboard,Non Touchscreen,21799000,,,,
LENOVO LEGION 5I 15 INTEL I7 12700H 16GB 512GB RTX3050TI-4GB 15.6″ FHD IPS 165HZ 4ZRGB WIN11HOME + OHS STORM GREY,NVIDIA RTX3050TI,Intel Core i7,512GB,16 Inch,16GB,Standart Keyboard,Non Touchscreen,19199000,,,,
LENOVO LEGION 5I 15 INTEL I7 12700H 16GB 1TB SSD RTX3060-6GB 15.6″ WQHD IPS 165HZ 4ZRGB WIN11HOME + OHS STORM GREY,NVIDIA RTX3060,Intel Core i7,1TB,16 Inch,16GB,Standart Keyboard,Non Touchscreen,22499000,,,,
LENOVO LEGION 5I 15 INTEL I7 12700H 16GB 1TB SSD RTX3050TI-4GB 15.6″ FHD IPS 165HZ 4ZRGB WIN11HOME + OHS STORM GREY,NVIDIA RTX3050TI,Intel Core i7,1TB,16 Inch,16GB,Standart Keyboard,Non Touchscreen,19999000,,,,
LENOVO LEGION 5 PRO 16 AMD RYZEN 7 7745HX 16GB DDR5 1TB SSD RTX4070-8GB 16.0 WQXGA 240HZ 4ZRGB WIN11HOME + OHS STORM GREY,NVIDIA RTX4070,AMD Ryzen 7,1TB,16 Inch,8GB,Standart Keyboard,Non Touchscreen,29799000,,,,
LENOVO LEGION 5 PRO 16 AMD RYZEN 7 7745HX 16GB DDR5 1TB SSD RTX4060-8GB 16.0 WQXGA 240HZ 4ZRGB WIN11HOME + OHS STORM GREY,NVIDIA RTX4060,AMD Ryzen 7,1TB,16 Inch,8GB,Standart Keyboard,Non Touchscreen,26199000,,,,
LENOVO LEGION 5 PRO 16 AMD RYZEN 7 6800H 16GB DDR5 2TB SSD RTX3070TI-8GB 16″ WQXGA 165HZ 4ZRGB WIN11HOME + OHS STORM GREY,NVIDIA RTX3070TI,AMD Ryzen 7,2TB,16 Inch,8GB,Standart Keyboard,Non Touchscreen,26999000,,,,
LENOVO LEGION 5 PRO 16 AMD RYZEN 7 6800H 16GB DDR5 2TB SSD RTX3070-8GB 16.0 WQXGA 165HZ 4ZRGB WIN11HOME + OHS BLACK,NVIDIA RTX3070,AMD Ryzen 7,2TB,16 Inch,8GB,Standart Keyboard,Non Touchscreen,26299000,,,,
LENOVO LEGION 5 PRO 16 AMD RYZEN 7 6800H 16GB DDR5 1TB SSD RTX3070TI-8GB 16″ WQXGA 165HZ 4ZRGB WIN11HOME + OHS STORM GREY,NVIDIA RTX3070TI,AMD Ryzen 7,1TB,16 Inch,8GB,Standart Keyboard,Non Touchscreen,25699000,,,,
LENOVO LEGION 5 PRO 16 AMD RYZEN 7 6800H 16GB DDR5 1TB SSD RTX3070-8GB 16.0 WQXGA 165HZ 4ZRGB WIN11HOME + OHS BLACK,NVIDIA RTX3070,AMD Ryzen 7,1TB,16 Inch,8GB,Standart Keyboard,Non Touchscreen,25299000,,,,
LENOVO LEGION 5 15 INTEL I7 12700H 16GB DDR5 2TB SSD RTX3070TI-8GB 15.6 FHD 165HZ RGB WIN11HOME STORM GREY,NVIDIA RTX3070TI,Intel Core i7,2TB,16 Inch,16GB,Standart Keyboard,Non Touchscreen,23499000,,,,
LENOVO LEGION 5 15 AMD RYZEN 7 6800H 16GB DDR5 512GB RTX3060-6GB 15.6″ FHD IPS 165HZ 4ZRGB WIN11HOME + OHS STORM GREY,NVIDIA RTX3060,AMD Ryzen 7,512GB,16 Inch,16GB,Standart Keyboard,Non Touchscreen,20299000,,,,
LENOVO LEGION 5 15 AMD RYZEN 7 6800H 16GB DDR5 512GB RTX3050TI-4GB 15.6″ FHD IPS 165HZ 4ZRGB WIN11HOME + OHS STORM GREY,NVIDIA RTX3050TI,AMD Ryzen 7,512GB,16 Inch,16GB,Standart Keyboard,Non Touchscreen,18199000,,,,
LENOVO LEGION 5 15 AMD RYZEN 7 6800H 16GB DDR5 1TB SSD RTX3060-6GB 15.6″ FHD IPS 165HZ 4ZRGB WIN11HOME + OHS STORM GREY,NVIDIA RTX3060,AMD Ryzen 7,1TB,16 Inch,16GB,Standart Keyboard,Non Touchscreen,20999000,,,,
LENOVO LEGION 5 15 AMD RYZEN 7 6800H 16GB DDR5 1TB SSD RTX3050TI-4GB 15.6″ FHD IPS 165HZ 4ZRGB WIN11HOME + OHS STORM GREY,NVIDIA RTX3050TI,AMD Ryzen 7,1TB,16 Inch,16GB,Standart Keyboard,Non Touchscreen,18899000,,,,
LENOVO LEGION 5 15 AMD RYZEN 7 5800H 32GB 1TB SSD RTX3070-8GB 15.6″ FHD 165HZ RGB WIN10HOME STINGRAY,NVIDIA RTX3070,AMD Ryzen 7,1TB,16 Inch,8GB,Standart Keyboard,Non Touchscreen,20999000,,,,
LENOVO LEGION 5 15 AMD RYZEN 7 5800H 16GB 512GB RTX3060-6GB 15.6″ FHD IPS 165HZ RGB WIN11HOME BLUE,NVIDIA RTX3060,AMD Ryzen 7,512GB,16 Inch,16GB,Standart Keyboard,Non Touchscreen,15999000,,,,
LENOVO LEGION 5 15 AMD RYZEN 5 5600H 8GB 512GB RTX3060-6GB 15.6″ FHD 165HZ RGB WIN11HOME STINGRAY,NVIDIA RTX3060,AMD Ryzen 5,512GB,16 Inch,8GB,Standart Keyboard,Non Touchscreen,13499000,,,,
LENOVO IDEAPAD SLIM 7 PRO X 14 AMD RYZEN 7 6800HS 32GB DDR5 2TB SSD RTX3050-4GB 14.5 3K 120HZ TOUCH BL WIN11HOME + OHS GREY,NVIDIA RTX3050,AMD Ryzen 7,2TB,14 Inch,32GB,Backlit Keyboard,Touchscreen,20499000,,,,
