Nama,VGA,Processor,Penyimpanan,Ukuran Layar,RAM,Keyboard,Tipe Layar,Harga,0,1,2,3
HP VICTUS 15 INTEL I7 12700H 16GB 1TB SSD RTX3050-4GB 15.6 FHD IPS 144HZ BL WIN11HOME MICA SILVER,NVIDIA RTX3050,Intel Core i7,1TB,15 Inch,16GB,Backlit Keyboard,Non Touchscreen,14399000,,,,
HP VICTUS 15 INTEL I5 13420H 8GB 512GB RTX3050-6GB 15.6 FHD IPS 144HZ BL WIN11HOME BLUE,NVIDIA RTX3050,Intel Core i5,512GB,16 Inch,8GB,Backlit Keyboard,Non Touchscreen,12899000,,,,
HP VICTUS 15 INTEL I5 13420H 16GB 512GB RTX3050-6GB 15.6 FHD IPS 144HZ BL WIN11HOME BLUE,NVIDIA RTX3050,Intel Core i5,512GB,16 Inch,16GB,Backlit Keyboard,Non Touchscreen,13299000,,,,
HP VICTUS 15 INTEL I5 13420H 16GB 1TB SSD RTX3050-6GB 15.6 FHD IPS 144HZ BL WIN11HOME BLUE,NVIDIA RTX3050,Intel Core i5,1TB,16 Inch,16GB,Backlit Keyboard,Non Touchscreen,13999000,,,,
HP VICTUS 15 INTEL I5 12500H 32GB 1TB SSD RTX3050TI-4GB 15.6 FHD IPS 144HZ BL WIN11HOME MICA SILVER,NVIDIA RTX3050TI,Intel Core i5,1TB,16 Inch,32GB,Backlit Keyboard,Non Touchscreen,13499000,,,,
HP VICTUS 15 INTEL I5 12500H 16GB 1TB SSD RTX3050TI-4GB 15.6 FHD IPS 144HZ BL WIN11HOME MICA SILVER,NVIDIA RTX3050TI,Intel Core i5,1TB,16 Inch,16GB,Backlit Keyboard,Non Touchscreen,12799000,,,,
HP VICTUS 15 FB0012AX AMD RYZEN 7 5800H 16GB 512GB RTX3050TI-4GB 15.6 FHD IPS 144HZ BL WIN11HOME + OHS MICA SILVER,NVIDIA RTX3050TI,AMD Ryzen 7,512GB,16 Inch,16GB,Backlit Keyboard,Non Touchscreen,13599000,,,,
HP VICTUS 15 FB0009AX AMD RYZEN 5 5600H 16GB 512GB RTX3050-4GB 15.6 FHD IPS 144HZ BL WIN11HOME + OHS MICA SILVER,NVIDIA RTX3050,AMD Ryzen 5,512GB,16 Inch,16GB,Backlit Keyboard,Non Touchscreen,12199000,,,,
HP VICTUS 15 FA0161TX INTEL I5 12450H 16GB 512GB GTX1650-4GB 15.6 FHD IPS 144HZ BL WIN11HOME BLACK,NVIDIA GTX1650,Intel Core i5,512GB,16 Inch,16GB,Backlit Keyboard,Non Touchscreen,12999000,,,,
HP VICTUS 15 FA0119TX INTEL I7 12700H 16GB 512GB RTX3050TI-4GB 15.6″ FHD IPS 144HZ BL WIN11HOME + OHS BLACK,NVIDIA RTX3050TI,Intel Core i7,512GB,16 Inch,16GB,Backlit Keyboard,Non Touchscreen,16099000,,,,
HP VICTUS 15 FA0116TX INTEL I5 12500H 8GB 512GB GTX1650-4GB 15.6 FHD IPS 144HZ BL WIN11HOME + OHS MICA SILVER,NVIDIA GTX1650,Intel Core i5,512GB,16 Inch,8GB,Backlit Keyboard,Non Touchscreen,10699000,,,,
HP VICTUS 15 FA0116TX INTEL I5 12500H 24GB 512GB GTX1650-4GB 15.6 FHD IPS 144HZ BL WIN11HOME + OHS MICA SILVER,NVIDIA GTX1650,Intel Core i5,512GB,16 Inch,24GB,Backlit Keyboard,Non Touchscreen,11899000,,,,
HP VICTUS 15 FA0116TX INTEL I5 12500H 16GB 512GB GTX1650-4GB 15.6 FHD IPS 144HZ BL WIN11HOME + OHS MICA SILVER,NVIDIA GTX1650,Intel Core i5,512GB,16 Inch,16GB,Backlit Keyboard,Non Touchscreen,11199000,,,,
HP VICTUS 15 FA0011TX INTEL I5 12500H 8GB 512GB RTX3050-4GB 15.6 FHD IPS 144HZ BL WIN11HOME + OHS MICA SILVER,NVIDIA RTX3050,Intel Core i5,512GB,16 Inch,8GB,Backlit Keyboard,Non Touchscreen,12399000,,,,
HP VICTUS 15 FA0011TX INTEL I5 12500H 24GB 512GB RTX3050-4GB 15.6 FHD IPS 144HZ BL WIN11HOME + OHS MICA SILVER,NVIDIA RTX3050,Intel Core i5,512GB,16 Inch,24GB,Backlit Keyboard,Non Touchscreen,13099000,,,,
HP VICTUS 15 FA0011TX INTEL I5 12500H 16GB 512GB RTX3050-4GB 15.6 FHD IPS 144HZ BL WIN11HOME + OHS MICA SILVER,NVIDIA RTX3050,Intel Core i5,512GB,16 Inch,16GB,Backlit Keyboard,Non Touchscreen,12799000,,,,
HP VICTUS 15 FA0008TX INTEL I7 12700H 8GB 512GB RTX3050-4GB 15.6 FHD IPS 144HZ BL WIN11HOME + OHS MICA SILVER,NVIDIA RTX3050,Intel Core i7,512GB,16 Inch,8GB,Backlit Keyboard,Non Touchscreen,14199000,,,,
HP VICTUS 15 FA0008TX INTEL I7 12700H 24GB 512GB RTX3050-4GB 15.6 FHD IPS 144HZ BL WIN11HOME + OHS MICA SILVER,NVIDIA RTX3050,Intel Core i7,512GB,16 Inch,24GB,Backlit Keyboard,Non Touchscreen,14899000,,,,
HP VICTUS 15 FA0008TX INTEL I7 12700H 16GB 512GB RTX3050-4GB 15.6 FHD IPS 144HZ BL WIN11HOME + OHS MICA SILVER,NVIDIA RTX3050,Intel Core i7,512GB,16 Inch,16GB,Backlit Keyboard,Non Touchscreen,14599000,,,,
HP VICTUS 15 FA0008TX INTEL I7 12700H 16GB 1TB SSD RTX3050-4GB 15.6″ FHD IPS 144HZ BL WIN11PRO BLACK,NVIDIA RTX3050,Intel Core i7,1TB,16 Inch,16GB,Backlit Keyboard,Non Touchscreen,24899000,,,,
HP VICTUS 15 AMD RYZEN 7 5800H 32GB 2TB SSD RTX3050TI-4GB 15.6 FHD IPS 144HZ BL WIN11HOME BLACK,NVIDIA RTX3050TI,AMD Ryzen 7,2TB,16 Inch,32GB,Backlit Keyboard,Non Touchscreen,15199000,,,,
HP VICTUS 15 AMD RYZEN 7 5800H 32GB 1TB SSD RTX3050TI-4GB 15.6 FHD IPS 144HZ BL WIN11HOME MICA SILVER,NVIDIA RTX3050TI,AMD Ryzen 7,1TB,16 Inch,32GB,Backlit Keyboard,Non Touchscreen,13999000,,,,
HP VICTUS 15 AMD RYZEN 7 5800H 16GB 512GB RTX3050TI-4GB 15.6 FHD IPS 144HZ WIN11HOME MICA SILVER,NVIDIA RTX3050TI,AMD Ryzen 7,512GB,16 Inch,16GB,Standart Keyboard,Non Touchscreen,12599000,,,,
HP VICTUS 15 AMD RYZEN 7 5800H 16GB 1TB SSD RTX3050TI-4GB 15.6 FHD IPS 144HZ BL WIN11HOME MICA SILVER,NVIDIA RTX3050TI,AMD Ryzen 7,1TB,16 Inch,16GB,Backlit Keyboard,Non Touchscreen,13299000,,,,
HP VICTUS 15 AMD RYZEN 5 7535HS 8GB DDR5 512GB RTX2050-4GB 15.6 FHD IPS 144HZ BL WIN11HOME MICA SILVER,NVIDIA RTX2050,AMD Ryzen 5,512GB,16 Inch,8GB,Backlit Keyboard,Non Touchscreen,11299000,,,,
HP VICTUS 15 AMD RYZEN 5 7535HS 8GB DDR5 1TB SSD RTX2050-4GB 15.6 FHD IPS 144HZ BL WIN11HOME MICA SILVER,NVIDIA RTX2050,AMD Ryzen 5,1TB,15 Inch,8GB,Backlit Keyboard,Non Touchscreen,11999000,,,,
HP VICTUS 15 AMD RYZEN 5 7535HS 32GB DDR5 512GB RTX2050-4GB 15.6 FHD IPS 144HZ BL WIN11HOME MICA SILVER,NVIDIA RTX2050,AMD Ryzen 5,512GB,15 Inch,32GB,Backlit Keyboard,Non Touchscreen,12399000,,,,
HP VICTUS 15 AMD RYZEN 5 7535HS 32GB DDR5 1TB SSD RTX2050-4GB 15.6 FHD IPS 144HZ BL WIN11HOME MICA SILVER,NVIDIA RTX2050,AMD Ryzen 5,1TB,15 Inch,32GB,Backlit Keyboard,Non Touchscreen,13099000,,,,
HP VICTUS 15 AMD RYZEN 5 7535HS 16GB DDR5 512GB RTX2050-4GB 15.6 FHD IPS 144HZ BL WIN11HOME MICA SILVER,NVIDIA RTX2050,AMD Ryzen 5,512GB,15 Inch,16GB,Backlit Keyboard,Non Touchscreen,11599000,,,,
HP VICTUS 15 AMD RYZEN 5 7535HS 16GB DDR5 1TB SSD RTX2050-4GB 15.6 FHD IPS 144HZ BL WIN11HOME MICA SILVER,NVIDIA RTX2050,AMD Ryzen 5,1TB,15 Inch,16GB,Backlit Keyboard,Non Touchscreen,12299000,,,,
HP VICTUS 15 AMD RYZEN 5 5600H 32GB 1TB SSD RTX3050TI-4GB 15.6 FHD IPS 144HZ BL WIN11HOME BLUE,NVIDIA RTX3050TI,AMD Ryzen 5,1TB,16 Inch,32GB,Backlit Keyboard,Non Touchscreen,13099000,,,,
HP VICTUS 15 AMD RYZEN 5 5600H 16GB 512GB RTX3050TI-4GB 15.6 FHD IPS 144HZ BL WIN11HOME BLUE,NVIDIA RTX3050TI,AMD Ryzen 5,512GB,16 Inch,16GB,Backlit Keyboard,Non Touchscreen,11699000,,,,
HP VICTUS 15 AMD RYZEN 5 5600H 16GB 512GB GTX1650-4GB 15.6 FHD IPS 144HZ BL WIN11HOME BLUE,NVIDIA GTX1650,AMD Ryzen 5,512GB,16 Inch,16GB,Backlit Keyboard,Non Touchscreen,10599000,,,,
HP VICTUS 15 AMD RYZEN 5 5600H 16GB 1TB SSD RTX3050TI-4GB 15.6 FHD IPS 144HZ BL WIN11HOME MICA SILVER,NVIDIA RTX3050TI,AMD Ryzen 5,1TB,16 Inch,16GB,Backlit Keyboard,Non Touchscreen,12699000,,,,
HP VICTUS 15 AMD RYZEN 5 5600H 16GB 1TB SSD RTX3050TI-4GB 15.6 FHD IPS 144HZ BL WIN11HOME BLUE,NVIDIA RTX3050TI,AMD Ryzen 5,1TB,16 Inch,16GB,Backlit Keyboard,Non Touchscreen,12399000,,,,
HP VICTUS 15 AMD RYZEN 5 5600H 16GB 1TB SSD GTX1650-4GB 15.6 FHD IPS 144HZ BL WIN11HOME BLUE,NVIDIA GTX1650,AMD Ryzen 5,1TB,16 Inch,16GB,Backlit Keyboard,Non Touchscreen,11299000,,,,
HP PAVILION 14 PLUS EH0032TX INTEL I7 1255U 16GB 1TB SSD RTX2050-4GB 14.0 2.8K OLED 90HZ BL FP WIN11HOME + OHS SILVER,NVIDIA RTX2550,Intel Core i7,1TB,14 Inch,16GB,Backlit Keyboard,Non Touchscreen,17199000,,,,
HP PAVILION 14 DV2003TX INTEL I5 1235U 16GB 512GB MX550-2GB 14.0 FHD IPS BL WIN11HOME + OHS WHITE,NVIDIA MX550,Intel Core i5,512GB,14 Inch,16GB,Backlit Keyboard,Non Touchscreen,11199000,,,,
HP PAVILION 14 DV2002TX INTEL I5 1235U 16GB 512GB MX550-2GB 14.0 FHD IPS BL WIN11HOME + OHS SILVER,NVIDIA MX550,Intel Core i5,512GB,14 Inch,16GB,Backlit Keyboard,Non Touchscreen,11199000,,,,
HP PAVILION 14 DV2001TX INTEL I7 1255U 16GB 512GB MX550-2GB 14.0 FHD IPS BL WIN11HOME + OHS WHITE,NVIDIA MX550,Intel Core i7,512GB,14 Inch,16GB,Backlit Keyboard,Non Touchscreen,14499000,,,,
HP PAVILION 14 DV2000TX INTEL I7 1255U 16GB 512GB MX550-2GB 14.0 FHD IPS BL WIN11HOME + OHS SILVER,NVIDIA MX550,Intel Core i7,512GB,14 Inch,16GB,Backlit Keyboard,Non Touchscreen,14499000,,,,
HP OMEN TRANSCEND 16 U0047TX INTEL I7 13700HX 16GB DDR5 1TB SSD RTX4060-6GB 16.0 2.K 240HZ SRGB WIN11HOME + OHS MICA,NVIDIA RTX4060,Intel Core i7,1TB,16 Inch,16GB,Standart Keyboard,Non Touchscreen,32199000,,,,
HP OMEN TRANSCEND 16 U0046TX INTEL I9 13900HX 32GB DDR5 1TB SSD RTX4070-6GB 16.0 2.K 240HZ SRGB MINILED WIN11HOME + OHS MICA,NVIDIA RTX4070,Intel Core i9,1TB,16 Inch,32GB,Standart Keyboard,Non Touchscreen,42099000,,,,
HP OMEN TRANSCEND 16 U0045TX INTEL I9 13900HX 32GB DDR5 1TB SSD RTX4070-6GB 16.0 2.K 240HZ SRGB MINILED WIN11HOME + OHS WHITE,NVIDIA RTX4070,Intel Core i9,1TB,16 Inch,32GB,Standart Keyboard,Non Touchscreen,42099000,,,,
HP OMEN 16 XF0017AX AMD RYZEN 9 7940HS 32GB DDR5 2TB SSD RTX4070-8GB 16.1 QHD 240HZ BL WIN11HOME + OHS BLUE,NVIDIA RTX4070,AMD Ryzen 9,2TB,16 Inch,32GB,Backlit Keyboard,Non Touchscreen,33399000,,,,
HP OMEN 16 XF0011AX AMD RYZEN 7 7840HS 32GB DDR5 1TB SSD RTX4070-8GB 16.1 QHD 240HZ BL WIN11HOME + OHS SILVER,NVIDIA RTX4070,AMD Ryzen 7,1TB,16 Inch,8GB,Backlit Keyboard,Non Touchscreen,29599000,,,,
HP OMEN 16 WF0031TX INTEL I7 13700HX 32GB DDR5 1TB SSD RTX4070-8GB 16.0 QHD 165HZ SRGB WIN11HOME + OHS MICA,NVIDIA RTX4070,Intel Core i7,1TB,16 Inch,32GB,Standart Keyboard,Non Touchscreen,32199000,,,,
HP OMEN 16 R0052TX AMD RYZEN 9 7940HS 32GB DDR5 2TB SSD RTX4070-8GB 16.1 QHD 240HZ BL WIN11HOME + OHS BLUE,NVIDIA RTX4070,AMD Ryzen 9,2TB,16 Inch,8GB,Backlit Keyboard,Non Touchscreen,33399000,,,,
HP OMEN 16 K0087TX INTEL I7 12700H 16GB 1TB SSD RTX3070TI-8GB 16.1″ QHD 165HZ SRGB WIN11HOME + OHS MICA,NVIDIA RTX3070TI,Intel Core i7,1TB,16 Inch,8GB,Standart Keyboard,Non Touchscreen,30299000,,,,
HP OMEN 16 C0092AX AMD RYZEN 7 5800H 16GB 512GB RTX3070-8GB 16.1 FHD 144HZ BL WIN11HOME + OHS BLACK,NVIDIA RTX3070,AMD Ryzen 7,512GB,16 Inch,8GB,Backlit Keyboard,Non Touchscreen,20399000,,,,
HP OMEN 15 INTEL I7 11800H 32GB 2TB SSD RTX3060-6GB 15.6 FHD IPS 144HZ RGB WIN11HOME BLACK,NVIDIA RTX3060,Intel Core i7,2TB,16 Inch,32GB,Standart Keyboard,Non Touchscreen,18799000,,,,
HP OMEN 15 INTEL I7 11800H 32GB 1TB SSD RTX3060-6GB 15.6 FHD IPS 144HZ RGB WIN11HOME BLACK,NVIDIA RTX3060,Intel Core i7,1TB,16 Inch,32GB,Standart Keyboard,Non Touchscreen,17299000,,,,
HP OMEN 15 INTEL I7 11800H 16GB 2TB SSD RTX3060-6GB 15.6 FHD IPS 144HZ RGB WIN11HOME BLACK,NVIDIA RTX3060,Intel Core i7,2TB,16 Inch,16GB,Standart Keyboard,Non Touchscreen,17999000,,,,
HP OMEN 15 INTEL I7 11800H 16GB 1TB SSD RTX3060-6GB 15.6 FHD IPS 144HZ RGB WIN11HOME BLACK,NVIDIA RTX3060,Intel Core i7,1TB,16 Inch,16GB,Standart Keyboard,Non Touchscreen,16499000,,,,
HP ENVY 13 BA1031TX i5 1135G7 8GB 512GB MX450 FHD WIN10HOME + OHS GOLD,NVIDIA MX450,Intel Core i5,512GB,13 Inch,8GB,Standart Keyboard,Non Touchscreen,16799000,,,,
HP ENVY 13 BA1030TX i5 1135G7 8GB 512GB MX450 FHD WIN10HOME + OHS SILVER,NVIDIA MX450,Intel Core i5,512GB,13 Inch,8GB,Standart Keyboard,Non Touchscreen,16799000,,,,
DELL XPS 15 9520 INTEL I7 12700H 32GB DDR5 2TB SSD RTX3050TI-4GB 15.6 WUXGA BL FP WIN11PRO,NVIDIA RTX3050,Intel Core i7,2TB,15 Inch,32GB,Backlit Keyboard,Non Touchscreen,27699000,,,,
DELL XPS 15 9520 INTEL I7 12700H 32GB DDR5 1TB SSD RTX3050TI-4GB 15.6 WUXGA BL FP WIN11PRO,NVIDIA RTX3050,Intel Core i7,1TB,15 Inch,32GB,Backlit Keyboard,Non Touchscreen,26499000,,,,
DELL INSPIRON 15 5502 i7 1165G7 8GB 512GB MX330 FHD WIN10HOME + OHS PLATINUM SILVER,NVIDIA MX330,Intel Core i7,512GB,16 Inch,8GB,Standart Keyboard,Non Touchscreen,15499000,,,,
DELL INSPIRON 15 5502 i5 1135G7 8GB 512GB MX330 FHD WIN10HOME + OHS PLATINUM SILVER,NVIDIA MX330,Intel Core i5,512GB,16 Inch,8GB,Standart Keyboard,Non Touchscreen,13999000,,,,
DELL INSPIRON 15 3501 i7 1165G7 8GB 512GB MX330 FHD WIN10HOME + OHS ACCENT BLACK,NVIDIA MX330,Intel Core i7,512GB,16 Inch,8GB,Standart Keyboard,Non Touchscreen,11499000,,,,
DELL INSPIRON 15 3501 i5 1135G7 8GB 512GB MX330 FHD WIN10HOME + OHS ACCENT BLACK,NVIDIA MX330,Intel Core i5,512GB,16 Inch,8GB,Standart Keyboard,Non Touchscreen,11499000,,,,
DELL INSPIRON 15 3501 i5 1135G7 4GB 1TB MX330 FHD WIN10HOME + OHS ACCENT BLACK,NVIDIA MX330,Intel Core i5,1TB,16 Inch,4GB,Standart Keyboard,Non Touchscreen,9299000,,,,
DELL INSPIRON 14 5406 2IN1 I7 1165G7 8GB 512GB MX330 FHD TOUCH WIN10HOME GREY,NVIDIA MX330,Intel Core i7,512GB,14 Inch,8GB,Standart Keyboard,Touchscreen,16399000,,,,
DELL INSPIRON 14 5406 2IN1 I5 1135G7 8GB 512GB MX330 FHD TOUCH WIN10HOME GREY,NVIDIA MX330,Intel Core i5,512GB,14 Inch,8GB,Standart Keyboard,Touchscreen,14299000,,,,
DELL INSPIRON 13 5301 i7 1165G7 8GB 512GB MX350 FHD WIN10HOME + OHS PLATINUM SILVER,NVIDIA MX350,Intel Core i7,512GB,13 Inch,8GB,Standart Keyboard,Non Touchscreen,15599000,,,,
DELL INSPIRON 13 5301 i5 1135G7 8GB 512GB MX350 FHD WIN10HOME + OHS PLATINUM SILVER,NVIDIA MX350,Intel Core i5,512GB,13 Inch,8GB,Standart Keyboard,Non Touchscreen,14299000,,,,
DELL GAMING G15 5520 INTEL I7 12700H 32GB DDR5 1TB SSD RTX3050TI-4GB 15.6″ FHD 120HZ BL WIN11HOME GREY,NVIDIA RTX3050TI,Intel Core i7,1TB,16 Inch,32GB,Backlit Keyboard,Non Touchscreen,17999000,,,,
DELL GAMING G15 5520 INTEL I7 12700H 16GB DDR5 1TB SSD RTX3050TI-4GB 15.6 FHD 120HZ BL WIN11HOME GREY,NVIDIA RTX3050TI,Intel Core i7,1TB,16 Inch,16GB,Backlit Keyboard,Non Touchscreen,16799000,,,,
DELL GAMING G15 5520 INTEL I5 12500H 8GB DDR5 512GB RTX3050-4GB 15.6″ FHD 120HZ BL WIN11HOME GREY,NVIDIA RTX3050,Intel Core i5,512GB,16 Inch,8GB,Backlit Keyboard,Non Touchscreen,11999000,,,,
AXIOO PONGO 960 INTEL I9 13900H 16GB 512GB NVME RTX4060-8GB 15.6 FHD IPS SRGB100 144HZ RGB WIN11PRO TITANIUM GREY,NVIDIA RTX4060,Intel Core i9,512GB,16 Inch,8GB,Standart Keyboard,Non Touchscreen,19999000,,,,
AXIOO PONGO 5 INTEL I5 11400 16GB 512GB NVME RTX3070-8GB 16.1 FHD IPS WIN11PRO,NVIDIA RTX3070,Intel Core i5,512GB,16 Inch,8GB,Standart Keyboard,Non Touchscreen,12199000,,,,
AXIOO PONGO 3 INTEL I3 10100 16GB 512GB NVME RTX3070-8GB 16.1 FHD IPS WIN11PRO,NVIDIA RTX3070,Intel Core i3,512GB,16 Inch,8GB,Standart Keyboard,Non Touchscreen,11199000,,,,
AXIOO CYBERBOOK 14 INTEL I7 1260P 16GB 500GB NVME RTX3050-4GB 14.0 UHD 4K IPS WIN11HOME BLUE,NVIDIA RTX3050,Intel Core i7,512GB,14 Inch,16GB,Standart Keyboard,Non Touchscreen,17799000,,,,
ASUS ZENBOOK PRO DUO UX582LR OLED911 INTEL I9 10980HK 32GB 1TB SSD RTX3070-8GB 15.6″ 4K IPS BL TOUCH WIN10HOME + OHS CELESTIAL BLUE,NVIDIA RTX3070,Intel Core i9,1TB,16 Inch,8GB,Backlit Keyboard,Touchscreen,49499000,,,,
ASUS ZENBOOK PRO DUO UX582LR OLED711 INTEL I7 10870H 32GB 1TB SSD RTX3070-8GB 15.6″ 4K IPS BL TOUCH WIN10HOME + OHS CELESTIAL BLUE,NVIDIA RTX3070,Intel Core i7,1TB,16 Inch,8GB,Backlit Keyboard,Touchscreen,41999000,,,,
ASUS ZENBOOK PRO DUO 14 OLED UX8402VU OLEDS911 INTEL EVO I9 13900H 32GB DDR5 1TB SSD RTX4050-6GB 14.5 2.8K 120HZ SCREENPAD PLUS WIN11HOME + OHS STYLUS PEN BLACK,NVIDIA RTX4050,Intel Core i9,1TB,14 Inch,32GB,Standart Keyboard,Non Touchscreen,36999000,,,,
ASUS ZENBOOK PRO 14 DUO OLED UX8402ZE OLEDS755 INTEL I7 12700H 16GB 512GB RTX3050TI-4GB 14.5″ 2.8K 120HZ BL NP WIN11HOME + OHS STYLUS PEN TECH BLACK,NVIDIA RTX3050TI,Intel Core i7,512GB,14 Inch,16GB,Backlit Keyboard,Non Touchscreen,32999000,,,,
ASUS ZENBOOK DUO UX482EGR IPS751 INTEL I7 1195G7 16GB 512GB MX450-2GB 14″ FHD IPS TOUCH BL SCREENPAD WIN11HOME + OHS CELESTIAL BLUE,NVIDIA MX450,Intel Core i7,512GB,14 Inch,16GB,Backlit Keyboard,Touchscreen,23299000,,,,
ASUS ZENBOOK DUO 14 UX482EGR INTEL I7 1195G7 32GB 1TB SSD MX450-2GB 14.0 FHD IPS BL TOUCH SCREENPAD WIN11PRO CELESTIAL BLUE,NVIDIA MX450,Intel Core i7,1TB,14 Inch,32GB,Backlit Keyboard,Touchscreen,21499000,,,,
ASUS VIVOBOOK S15 S532EQ INTEL I7 1165G7 24GB 1TB SSD MX530-2GB 15.6 FHD IPS BL SCREENPAD WIN10HOME SILVER,NVIDIA MX530,Intel Core i7,1TB,16 Inch,24GB,Backlit Keyboard,Non Touchscreen,11799000,,,,
ASUS VIVOBOOK S15 S532EQ INTEL I7 1165G7 16GB 1TB SSD MX530-2GB 15.6 FHD IPS BL SCREENPAD WIN10HOME SILVER,NVIDIA MX530,Intel Core i7,1TB,16 Inch,16GB,Backlit Keyboard,Non Touchscreen,10999000,,,,
ASUS VIVOBOOK PRO 16X OLED N7601ZM OLEDP912 INTEL I9 12900H 32GB 1TB SSD RTX3060-6GB 16.0″ 4K OLED WIN11HOME + OHS BLACK,NVIDIA RTX3060,Intel Core i9,1TB,16 Inch,32GB,Standart Keyboard,Non Touchscreen,33499000,,,,
ASUS VIVOBOOK PRO 16 OLED N7600PC OLED716 INTEL i7 11370H 16GB 1TB RTX3050-4GB 16.0″ 4K OLED WIN11HOME + OHS GREY,NVIDIA RTX3050,Intel Core i7,1TB,16 Inch,16GB,Standart Keyboard,Non Touchscreen,19199000,,,,
ASUS VIVOBOOK PRO 16 OLED N7600PC OLED713 INTEL i7 11370H 16GB 1TB RTX3050-4GB 16.0″ 4K OLED WIN11HOME + OHS BLACK,NVIDIA RTX3050,Intel Core i7,1TB,16 Inch,16GB,Standart Keyboard,Non Touchscreen,19199000,,,,
ASUS VIVOBOOK PRO 16 OLED M7600QE OLED914 AMD RYZEN 9 5900HX 16GB 1TB SSD RTX3050TI-4GB 16.0 4K WIN11HOME + OHS SILVER,NVIDIA RTX3050TI,AMD Ryzen 9,1TB,16 Inch,16GB,Standart Keyboard,Non Touchscreen,18499000,,,,
ASUS VIVOBOOK PRO 16 OLED M7600QE OLED913 AMD RYZEN 9 5900HX 16GB 1TB SSD RTX3050TI-4GB 16.0 4K WIN11HOME + OHS BLACK,NVIDIA RTX3050TI,AMD Ryzen 9,1TB,16 Inch,16GB,Standart Keyboard,Non Touchscreen,18499000,,,,
ASUS VIVOBOOK PRO 16 OLED M7600QE OLED713 AMD RYZEN 7 5800H 16GB 1TB RTX3050TI-4GB 16.0 4K WIN11HOME + OHS BLACK,NVIDIA RTX3050TI,AMD Ryzen 7,1TB,16 Inch,16GB,Standart Keyboard,Non Touchscreen,19199000,,,,
ASUS VIVOBOOK PRO 16 OLED K6602VU OLEDS912 INTEL I9 13900H 16GB 1TB SSD RTX4050-6GB 15.6 3.2K OLED 120HZ FP WIN11HOME + OHS SILVER,NVIDIA RTX4050,Intel Core i9,1TB,15 Inch,16GB,Standart Keyboard,Non Touchscreen,25399000,,,,
ASUS VIVOBOOK PRO 15X OLED K6502HC OLEDS952 INTEL I9 11900H 16GB 512GB RTX3050TI-4GB 15.6 2.8K OLED 120HZ WIN11HOME + OHS SILVER,NVIDIA RTX3050TI,Intel Core i9,512GB,16 Inch,16GB,Standart Keyboard,Non Touchscreen,17299000,,,,
ASUS VIVOBOOK PRO 15X OLED K6502HC OLEDS951 INTEL I9 11900H 16GB 512GB RTX3050TI-4GB 15.6 2.8K OLED 120HZ WIN11HOME + OHS BLUE,NVIDIA RTX3050TI,Intel Core i9,512GB,16 Inch,16GB,Standart Keyboard,Non Touchscreen,17299000,,,,
ASUS VIVOBOOK PRO 15X OLED K6501ZM OLEDS751 INTEL I7 12650H 16GB 512GB RTX3060-6GB 15.6″ 2.8K OLED 120HZ WIN11HOME + OHS BLACK,NVIDIA RTX3060,Intel Core i7,512GB,16 Inch,16GB,Standart Keyboard,Non Touchscreen,24599000,,,,
ASUS VIVOBOOK PRO 15 OLED K6502ZC OLEDS551 INTEL I5 12450H 16GB 512GB RTX3050-4GB 15.6 2.8K OLED 120HZ WIN11HOME + OHS BLUE,NVIDIA RTX3050,Intel Core i5,512GB,16 Inch,16GB,Standart Keyboard,Non Touchscreen,16399000,,,,
ASUS VIVOBOOK PRO 15 OLED K6502HC OLEDS952 INTEL I9 11900H 32GB 512GB RTX3050-4GB 15.6 2.8K OLED 120HZ WIN11HOME + OHS SILVER,NVIDIA RTX3050,Intel Core i9,512GB,15 Inch,32GB,Standart Keyboard,Non Touchscreen,17299000,,,,
ASUS VIVOBOOK PRO 15 OLED K6502HC OLEDS952 INTEL I9 11900H 16GB 512GB RTX3050-4GB 15.6 2.8K OLED 120HZ WIN11HOME + OHS SILVER,NVIDIA RTX3050,Intel Core i9,512GB,16 Inch,16GB,Standart Keyboard,Non Touchscreen,16599000,,,,
ASUS VIVOBOOK PRO 15 OLED K6502HC OLEDS951 INTEL I9 11900H 32GB 512GB RTX3050-4GB 15.6 2.8K OLED 120HZ WIN11HOME + OHS BLUE,NVIDIA RTX3050,Intel Core i9,512GB,16 Inch,32GB,Standart Keyboard,Non Touchscreen,17299000,,,,
ASUS VIVOBOOK PRO 15 OLED K6502HC OLEDS951 INTEL I9 11900H 16GB 512GB RTX3050-4GB 15.6 2.8K OLED 120HZ WIN11HOME + OHS BLUE,NVIDIA RTX3050,Intel Core i9,512GB,16 Inch,16GB,Standart Keyboard,Non Touchscreen,16599000,,,,
ASUS VIVOBOOK PRO 15 M6500QC OLEDS551 AMD RYZEN 5 5600H 16GB 512GB RTX3050-4GB 15.6 2.8K OLED 120HZ 100DCIP3 WIN11HOME + OHS BLUE,NVIDIA RTX3050,AMD Ryzen 5,512GB,16 Inch,16GB,Standart Keyboard,Non Touchscreen,14499000,,,,
ASUS VIVOBOOK PRO 15 M3500QC OLED956 AMD RYZEN 9 5900HX 16GB 512GB RTX3050-4GB 15.6 FHD WIN11HOME + OHS BLUE,NVIDIA RTX3050,AMD Ryzen 9,512GB,16 Inch,16GB,Standart Keyboard,Non Touchscreen,14399000,,,,
